episode,reward,avg_loss,loss_std,reward_std,win,lose,length,max_q,min_q,mean_q,epsilon
1,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.048809845,-0.0059328056,1.0
2,-1.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.048809845,-0.005932806,0.999
3,18.0,0.0,0.0,0.0,0,1,3,0.06905648,-0.051691692,-0.0064738616,0.998001
4,-1.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.048809845,-0.005932806,0.997002999
5,17.0,0.0,0.0,0.0,0,1,4,0.06905648,-0.050392974,-0.006229818,0.996005996001
6,18.0,0.0,0.0,0.0,0,1,3,0.06905648,-0.050392974,-0.0061705653,0.995009990004999
7,-1.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.048809845,-0.005932806,0.994014980014994
8,6.0,0.0,0.0,0.0,0,1,5,0.069247924,-0.051691692,-0.0060797166,0.993020965034979
9,7.0,0.0,0.0,0.0,0,1,4,0.069247924,-0.051691692,-0.0061026243,0.9920279440699441
10,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.048809845,-0.0059328056,0.9910359161258742
11,-1.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.048809845,-0.005932806,0.9900448802097482
12,9.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.051691692,-0.006327726,0.9890548353295385
13,9.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.050392974,-0.00617019,0.988065780494209
14,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.048809845,-0.0059328056,0.9870777147137147
15,9.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.050392974,-0.00617019,0.986090636999001
16,18.0,0.0,0.0,0.0,0,1,3,0.06905648,-0.051691692,-0.0064738616,0.9851045463620021
17,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.048809845,-0.0059328056,0.98411944181564
18,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.048809845,-0.0059328056,0.9831353223738244
19,9.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.050392974,-0.00617019,0.9821521870514506
20,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.048809845,-0.0059328056,0.9811700348643991
21,24.0,0.0,0.0,0.0,0,1,7,0.069451876,-0.051691692,-0.006377824,0.9801888648295347
